suburb,sale_date,price
Grey Lynn,2023-04-16,1081839.84
Albany,2023-05-12,653053.47
Epsom,2022-10-07,830155.9
Grey Lynn,2023-04-18,774885.06
Grey Lynn,2021-07-30,869520.38
Epsom,2021-10-16,820394.7
Albany,2025-07-23,873044.75
Grey Lynn,2021-03-15,767716.65
Ponsonby,2021-08-19,1387627.27
Remuera,2021-06-25,1670276.4
Mount Eden,2023-02-06,882121.11
Epsom,2024-03-28,1032015.69
Ponsonby,2021-05-01,1201724.13
Grey Lynn,2025-08-26,1128388.75
Ponsonby,2021-11-10,1204797.96
Ponsonby,2022-02-02,1192406.5
Remuera,2021-05-07,1666670.37
Grey Lynn,2023-08-19,1015860.99
Ponsonby,2022-05-10,1298735.3
Grey Lynn,2021-03-23,714201.11
Ponsonby,2023-04-17,1216432.43
Mount Eden,2023-01-20,906498.17
Remuera,2023-07-11,1717978.43
Epsom,2024-06-06,1082357.11
Remuera,2023-04-02,1639585.75
Epsom,2022-12-02,905110.94
Mount Eden,2022-08-21,1121811.97
Mount Eden,2022-06-21,968426.4
Manukau,2025-12-26,1151848.92
Mount Eden,2021-06-22,884772.02
Remuera,2025-10-29,1793164.5
Epsom,2022-10-30,1026333.7
Grey Lynn,2022-10-24,839265.1
Ponsonby,2025-10-21,1555373.75
Grey Lynn,2021-02-24,922777.48
Grey Lynn,2021-05-31,711639.04
Manukau,2021-04-24,723685.11
Ponsonby,2025-12-24,1276446.71
Remuera,2025-02-09,1774598.46
Manukau,2022-09-14,945964.3
Mount Eden,2022-09-28,954943.26
Remuera,2024-10-16,1748164.15
Epsom,2024-11-03,1099189.39
Epsom,2021-09-05,1090040.82
Epsom,2025-05-15,1105352.46
Remuera,2023-01-30,1610014.61
Grey Lynn,2024-09-28,998913.42
Remuera,2024-11-13,1786808.48
Epsom,2024-10-14,1146891.62
Manukau,2024-08-02,1147195.06
Manukau,2024-10-16,943269.37
Grey Lynn,2021-04-07,856229.87
Albany,2021-06-26,744972.57
Remuera,2021-04-22,1559147.43
Mount Eden,2022-04-05,743806.42
Albany,2024-11-28,1057806.08
Albany,2026-02-14,710278.72
Mount Eden,2024-09-15,1073690.28
Albany,2021-06-18,703684.75
Remuera,2022-08-21,1630138.61
Ponsonby,2025-05-19,1495787.13
Manukau,2023-10-01,997233.35
Remuera,2023-12-13,1695096.81
Grey Lynn,2022-07-31,925133.86
Manukau,2024-09-15,1086113.39
Albany,2022-05-13,605896.72
Ponsonby,2025-08-14,1399539.41
Grey Lynn,2025-11-16,1056091.46
Mount Eden,2021-12-04,889655.17
Manukau,2025-08-30,1082744.52
Albany,2024-06-14,683837.28
Mount Eden,2022-02-03,1247669.97
Remuera,2023-06-13,1519549.82
Albany,2021-06-24,658940.96
Ponsonby,2025-05-19,3750000.0
Mount Eden,2024-03-26,1143076.45
Grey Lynn,2025-09-16,954557.97
Epsom,2022-08-07,972141.1
Ponsonby,2022-03-25,1370683.95
Mount Eden,2024-02-15,1168080.68
Mount Eden,2025-11-10,1033863.2
Remuera,2025-01-10,1723136.3
Grey Lynn,2024-08-14,913455.33
Albany,2025-10-08,740183.94
Remuera,2025-10-28,1806159.11
Epsom,2021-12-22,893305.94
Remuera,2026-01-08,1865621.66
Epsom,2023-05-30,898676.8
Grey Lynn,2024-12-11,1162160.06
Epsom,2025-05-14,1045198.19
Ponsonby,2023-11-15,1453739.89
Epsom,2024-07-31,1159286.39
Manukau,2023-02-04,863791.28
Remuera,2025-01-29,1869271.6
Manukau,2025-04-17,1140274.72
Mount Eden,2024-08-29,941181.37
Remuera,2023-03-14,1561072.12
Manukau,2021-11-18,827783.23
Ponsonby,2025-05-21,1605113.7
Manukau,2023-07-25,888599.39
Ponsonby,2023-06-16,1418552.78
Grey Lynn,2024-02-22,1065729.94
Ponsonby,2021-08-03,1122568.68
Albany,2024-01-26,996553.05
Ponsonby,2023-09-06,1688526.1
Manukau,2023-01-24,904934.35
Ponsonby,2024-10-28,1529018.34
Albany,2025-05-31,770039.99
Ponsonby,2023-02-13,1394853.43
Mount Eden,2025-08-18,887024.19
Epsom,2021-11-02,934659.67
Epsom,2025-02-13,1043560.14
Remuera,2023-08-07,1718904.17
Ponsonby,2023-05-31,1546031.91
Mount Eden,2022-09-02,930979.94
Remuera,2024-04-29,1610223.84
Epsom,2023-01-25,918862.01
Manukau,2021-12-02,927109.46
Manukau,2022-10-06,1012629.62
Remuera,2021-08-12,1581084.27
Remuera,2022-07-21,1557119.44
Albany,2023-01-23,847481.87
Remuera,2023-03-28,1636799.52
Ponsonby,2026-01-29,1446500.75
Manukau,2024-11-22,1059394.15
Epsom,2021-06-05,808895.05
Albany,2022-01-08,728526.48
Mount Eden,2021-02-27,800662.3
Grey Lynn,2021-10-03,714387.72
Ponsonby,2025-04-01,1607387.19
Ponsonby,2021-04-29,1198389.95
Manukau,2023-05-05,999607.34
Grey Lynn,2021-08-02,1118130.06
Albany,2026-01-26,925692.27
Manukau,2025-07-02,961958.03
Ponsonby,2023-07-13,1329894.11
Grey Lynn,2022-03-12,1090217.02
Albany,2022-12-17,822646.5
Albany,2024-02-03,683255.86
Remuera,2024-09-27,1717159.05
Remuera,2024-04-26,1608754.11
Mount Eden,2023-09-10,1037855.36
Mount Eden,2025-05-09,1191230.28
Mount Eden,2023-02-21,957502.75
Grey Lynn,2022-03-06,974587.62
Albany,2024-06-09,732339.51
Grey Lynn,2025-02-12,1119210.71
Grey Lynn,2022-03-07,937499.93
Remuera,2025-12-06,1819922.6
Remuera,2022-08-25,1652275.58
Grey Lynn,2025-07-20,918654.36
Manukau,2025-02-13,952277.51
Ponsonby,2025-03-23,1267050.23
Albany,2022-06-30,795037.13
Epsom,2022-02-11,865860.92
Albany,2025-01-26,988825.33
Albany,2021-03-15,721695.59
Grey Lynn,2024-02-27,1016753.05
Ponsonby,2023-12-14,1467742.63
Mount Eden,2024-05-09,1111165.85
Albany,2024-04-08,783278.6
Epsom,2021-08-19,820112.78
Ponsonby,2022-10-07,1417739.61
Manukau,2021-10-04,834052.86
Ponsonby,2023-11-17,1384340.24
Albany,2021-04-06,730304.47
Mount Eden,2024-05-13,995919.15
Epsom,2026-01-27,1182866.2
Remuera,2023-12-07,1785915.96
Ponsonby,2025-08-05,1462875.26
Ponsonby,2025-05-16,1540167.33
Grey Lynn,2025-12-27,1104081.94
Manukau,2022-04-06,919145.32
Grey Lynn,2022-11-04,1006380.08
Mount Eden,2023-11-11,987479.16
Remuera,2025-10-31,1645138.08
Grey Lynn,2025-11-22,1089652.38
Manukau,2024-12-30,1249079.01
Mount Eden,2021-09-08,764719.38
Albany,2022-04-23,667167.43
Mount Eden,2024-11-24,1008984.16
Epsom,2023-04-12,994825.08
Albany,2025-06-27,684094.52
Remuera,2023-06-19,1698066.13
Grey Lynn,2021-05-17,774048.42
Remuera,2025-07-26,1721078.87
Albany,2022-04-13,641460.04
Remuera,2021-12-07,1739946.44
Remuera,2025-03-24,1704615.88
Grey Lynn,2024-11-25,976840.89
Ponsonby,2023-08-02,1266561.62
Manukau,2025-07-27,1067834.66
Manukau,2024-05-18,1205609.67
Ponsonby,2025-12-08,1519587.1
Grey Lynn,2023-11-23,945720.64
Ponsonby,2021-04-07,1359481.79
Remuera,2022-10-05,1663529.57
Remuera,2024-12-28,1806688.82
Ponsonby,2024-05-26,1449303.82
Mount Eden,2024-09-30,1004268.55
Albany,2021-04-15,691483.12
Mount Eden,2025-03-15,1017522.64
Remuera,2021-06-06,1686463.66
Ponsonby,2022-09-10,1194266.28
Manukau,2024-02-16,991143.15
Ponsonby,2024-04-03,1484955.37
Epsom,2025-07-11,778495.77
Mount Eden,2025-03-31,992354.17
Remuera,2023-07-12,1550896.35
Remuera,2021-10-05,1671213.47
Remuera,2022-03-12,1730638.19
Albany,2022-08-17,704645.37
Mount Eden,2021-12-12,890169.79
Ponsonby,2022-12-15,1484776.46
Albany,2023-12-03,568653.88
Epsom,2021-05-09,780997.81
Manukau,2025-07-12,1220642.17
Grey Lynn,2025-01-12,1109132.43
Grey Lynn,2023-12-06,843379.22
Mount Eden,2022-01-15,816166.92
Remuera,2025-12-25,1898821.09
Remuera,2023-03-21,1757776.08
Grey Lynn,2025-04-23,1087575.58
Ponsonby,2021-04-30,1169087.4
Grey Lynn,2022-06-16,1068229.76
Albany,2024-09-30,840789.92
Ponsonby,2023-06-03,1359237.75
Epsom,2022-04-17,997910.38
Grey Lynn,2023-05-25,834654.26
Manukau,2025-01-25,1081975.31
Grey Lynn,2025-03-14,1050776.09
Epsom,2025-01-21,1081403.36
Grey Lynn,2021-06-11,709136.16
Albany,2021-05-31,836772.24
Mount Eden,2025-07-02,1079009.86
Remuera,2022-10-30,1879877.49
Mount Eden,2023-12-07,872506.66
Remuera,2023-08-15,1707906.54
Mount Eden,2023-12-07,1133273.66
Manukau,2024-11-12,1060808.2
Manukau,2025-07-25,1120196.73
Grey Lynn,2022-05-10,898414.33
Remuera,2024-08-29,1792547.46
Mount Eden,2025-01-30,1136095.46
Ponsonby,2022-07-28,1439034.89
Manukau,2024-05-07,990310.81
Remuera,2023-08-31,4500000.0
Epsom,2021-10-15,994722.48
Ponsonby,2023-04-16,1412876.77
Remuera,2025-08-12,1893198.08
Manukau,2023-02-14,1066701.1
Mount Eden,2022-05-22,1024171.37
Grey Lynn,2023-08-14,1082148.69
Manukau,2022-08-13,790645.74
Grey Lynn,2023-07-20,932042.67
Albany,2024-05-04,827455.2
Remuera,2023-03-18,1613901.67
Albany,2024-09-03,831611.74
Albany,2026-02-04,954170.12
Mount Eden,2023-07-18,1009317.26
Epsom,2022-12-01,918867.95
Mount Eden,2025-04-27,1076020.87
Manukau,2022-12-07,929495.1
Remuera,2024-09-16,1773218.7
Remuera,2022-10-31,1635214.68
Manukau,2023-02-16,975179.54
Manukau,2024-06-20,1099020.7
Albany,2025-05-17,780316.6
Ponsonby,2023-02-25,1157519.34
Mount Eden,2024-10-11,965837.33
Grey Lynn,2024-01-16,977847.04
Albany,2024-02-20,630189.63
Albany,2025-08-09,827554.05
Albany,2024-07-29,784176.35
Mount Eden,2023-04-17,900067.83
Mount Eden,2021-02-25,813155.44
Manukau,2022-04-19,941562.69
Grey Lynn,2026-01-17,1153203.19
Mount Eden,2025-08-09,895248.97
Albany,2022-05-10,695159.13
Grey Lynn,2023-11-15,1090708.02
Mount Eden,2025-08-17,960365.65
Grey Lynn,2022-04-24,2750000.0
Ponsonby,2022-03-27,1322601.59
Epsom,2022-09-24,826092.64
Grey Lynn,2023-10-26,979143.12
Remuera,2024-11-30,1909725.62
Remuera,2025-12-31,1623174.49
Ponsonby,2025-07-08,1377005.46
Mount Eden,2023-09-24,1170413.66
Manukau,2025-04-13,1220267.12
Manukau,2023-02-17,1097693.44
Albany,2025-10-20,766920.68
Albany,2022-02-03,637294.67
Albany,2024-06-19,762937.04
Manukau,2025-12-07,1214900.71
Grey Lynn,2025-01-26,990914.26
Epsom,2022-11-04,987577.88
Epsom,2022-05-20,1075437.34
Manukau,2024-01-13,1243144.42
Epsom,2024-09-10,1254937.2
Grey Lynn,2021-08-12,859379.55
Epsom,2024-10-24,980980.48
Mount Eden,2022-07-31,822490.47
Manukau,2021-06-13,787538.19
Remuera,2022-01-11,1637894.0
Epsom,2022-01-12,1031583.37
Manukau,2023-04-28,967586.69
Mount Eden,2024-06-19,1178028.37
Albany,2023-01-26,949346.36
Manukau,2023-10-22,955625.61
Epsom,2025-09-27,1082675.99
Manukau,2025-01-29,1136207.48
Ponsonby,2025-04-15,1522868.08
Manukau,2025-09-30,1156698.25
Albany,2023-05-07,609104.55
Ponsonby,2025-11-02,1560537.37
Albany,2023-09-18,725644.57
Grey Lynn,2024-02-15,1035571.39
Manukau,2021-10-09,818055.61
Remuera,2023-11-18,1670912.1
Ponsonby,2025-07-05,1301692.62
Grey Lynn,2023-02-26,885564.4
Manukau,2024-04-20,1178579.58
Epsom,2021-10-27,992320.89
Remuera,2022-08-29,1537514.27
Grey Lynn,2022-08-04,1018543.75
Ponsonby,2023-01-15,1264125.08
Epsom,2022-05-10,717674.41
Remuera,2023-12-14,1609078.2
Manukau,2024-11-14,911985.46
Grey Lynn,2023-09-01,928991.33
Epsom,2022-07-17,877489.29
Albany,2024-01-30,806055.19
Albany,2024-05-28,514722.02
Grey Lynn,2023-08-16,1021324.63
Mount Eden,2022-10-17,1085251.31
Ponsonby,2025-05-22,1573698.72
Manukau,2025-09-08,1066539.29
Grey Lynn,2023-10-19,902864.12
Ponsonby,2022-08-27,1427378.03
Albany,2022-04-17,809939.52
Mount Eden,2024-11-28,1068155.53
Epsom,2025-04-29,1091803.14
Manukau,2022-07-02,931424.91
Ponsonby,2023-09-11,1469355.45
Manukau,2024-11-03,1046191.82
Grey Lynn,2024-04-27,1035991.05
Remuera,2021-10-25,1711481.93
Ponsonby,2022-11-01,1322934.59
Manukau,2024-08-17,1034268.74
Mount Eden,2023-10-01,1132598.31
Albany,2021-03-12,713362.52
Epsom,2021-09-05,945161.23
Mount Eden,2022-02-16,978913.15
Albany,2024-11-17,780079.55
Ponsonby,2021-09-19,1237328.72
Albany,2024-08-14,827517.09
Grey Lynn,2024-03-25,1024771.18
Manukau,2022-10-03,882393.7
Albany,2024-06-25,859683.03
Albany,2023-10-22,853542.14
Albany,2022-09-03,703206.65
Manukau,2021-12-07,810916.1
Remuera,2023-03-01,1428010.93
Albany,2024-07-27,855661.91
Mount Eden,2023-06-07,1160785.95
Albany,2024-07-26,837975.54
Albany,2022-01-23,701906.08
Epsom,2023-09-14,1133655.1
Remuera,2022-05-28,1620668.86
Epsom,2021-08-26,916972.45
Mount Eden,2025-02-01,1064814.34
Remuera,2023-03-11,1624158.83
Grey Lynn,2022-12-23,863953.42
Manukau,2021-04-09,903605.34
Albany,2022-04-07,531258.12
Epsom,2025-06-25,1013562.85
Manukau,2025-08-30,1104834.48
Manukau,2021-10-20,657948.41
Remuera,2023-12-12,1624502.57
Grey Lynn,2023-09-19,906011.77
Remuera,2022-04-13,1789340.44
Mount Eden,2025-03-04,1172244.95
Epsom,2023-01-27,961159.27
Grey Lynn,2022-12-05,970424.45
Grey Lynn,2022-09-30,769555.74
Remuera,2024-11-27,1889667.47
Albany,2021-12-12,621606.7
Albany,2022-10-19,868091.63
Remuera,2023-05-22,1615442.17
Epsom,2025-12-03,1217962.37
Ponsonby,2023-10-30,1493705.49
Remuera,2025-10-15,1711511.51
Albany,2025-05-12,758786.18
Mount Eden,2022-08-25,1075500.63
Ponsonby,2021-12-22,1244592.92
Manukau,2024-05-19,899335.83
Remuera,2021-09-10,1612517.77
Mount Eden,2023-08-29,939072.15
Epsom,2025-10-19,1032834.5
Albany,2023-05-05,768896.06
Mount Eden,2025-08-14,1022523.04
Albany,2023-07-10,701921.96
Epsom,2021-05-30,964431.89
Manukau,2021-04-02,682644.76
Manukau,2025-12-07,1124369.24
Manukau,2024-07-22,1011460.43
Ponsonby,2023-02-26,1290950.81
Epsom,2023-06-12,821568.98
Albany,2023-06-23,852993.35
Epsom,2022-12-27,1023326.82
Manukau,2022-02-18,991745.31
Grey Lynn,2023-04-09,1017830.51
Epsom,2025-05-12,1133075.73
Epsom,2023-08-14,966559.7
Albany,2026-01-03,885060.29
Grey Lynn,2024-05-05,881302.99
Ponsonby,2021-04-17,1134670.08
Albany,2024-07-15,848450.16
Epsom,2023-03-11,989217.71
Epsom,2024-05-20,929211.16
Epsom,2024-07-08,2750000.0
Grey Lynn,2021-08-31,937234.7
Mount Eden,2024-12-29,1154831.0
Mount Eden,2025-05-05,929270.35
Epsom,2021-03-06,1028994.32
Albany,2024-12-21,860709.33
Manukau,2025-03-13,1095969.14
Grey Lynn,2025-04-17,1038618.49
Ponsonby,2024-08-07,1257299.01
Grey Lynn,2024-03-08,1061373.02
Grey Lynn,2022-07-08,879702.46
Remuera,2024-10-12,1800969.98
Ponsonby,2022-04-21,1303085.4
Mount Eden,2022-08-27,954539.49
Remuera,2022-07-21,1522308.56
Grey Lynn,2022-11-21,1015880.11
Epsom,2025-07-31,1068700.79
Ponsonby,2021-04-22,1252556.19
Remuera,2021-08-02,1695623.66
Albany,2023-08-09,890387.42
Manukau,2024-09-11,1079309.79
Epsom,2025-10-15,1077304.65
Mount Eden,2021-07-11,849954.29
Grey Lynn,2022-12-23,2750000.0
Ponsonby,2023-01-24,1416899.91
Epsom,2025-09-22,1068297.66
Remuera,2022-03-26,1630327.49
Epsom,2024-04-27,1130849.86
Albany,2025-01-17,1019373.6
Mount Eden,2021-09-08,680808.17
Epsom,2022-03-25,975803.37
Manukau,2024-08-10,947953.66
Remuera,2025-07-26,1800631.14
Ponsonby,2022-08-28,1234673.96
Albany,2025-08-11,1009653.87
Mount Eden,2025-06-11,1198972.34
Grey Lynn,2023-11-03,1008138.65
Ponsonby,2025-12-07,1461985.3
Remuera,2024-07-31,1660695.47
Mount Eden,2025-12-25,1220436.26
Manukau,2025-10-11,1116268.1
Mount Eden,2023-10-19,868089.61
Remuera,2025-08-13,1888115.02
Remuera,2022-05-01,1720082.14
Epsom,2025-06-19,1172986.41
Albany,2023-06-06,646744.09
Albany,2022-01-09,739604.93
Mount Eden,2023-09-24,943853.72
Grey Lynn,2023-10-13,1024247.34
Grey Lynn,2025-04-24,1151319.5
Manukau,2024-12-09,965156.59
Manukau,2024-12-05,1105736.5
Albany,2024-06-17,689534.47
Albany,2023-07-21,940096.88
Remuera,2022-09-10,1737024.38
Epsom,2025-02-06,978698.32
Mount Eden,2026-01-02,1210081.45
Ponsonby,2022-08-04,1399633.3
Albany,2025-06-02,965561.93
Ponsonby,2026-02-10,1273553.09
Manukau,2024-12-15,923525.83
Epsom,2024-02-01,989003.77
Remuera,2023-10-06,1715469.08
Albany,2021-10-30,478435.77
Manukau,2024-06-05,946331.7
Remuera,2025-02-24,1909443.62
Epsom,2024-09-29,919044.03
Manukau,2025-07-15,1087663.64
Ponsonby,2025-03-24,1506017.81
Manukau,2021-12-20,712244.01
Ponsonby,2021-04-12,1406435.21
Grey Lynn,2021-11-30,805138.93
Ponsonby,2025-12-08,1558055.14
Ponsonby,2025-08-12,1289641.75
Grey Lynn,2024-01-23,1088545.67
Remuera,2021-11-02,1564912.93
Remuera,2024-08-07,1803953.58
Manukau,2025-06-02,1113370.02
Manukau,2021-12-27,1129037.86
Albany,2022-07-26,948925.8
Grey Lynn,2023-01-30,907094.5
Manukau,2025-06-09,1109076.99
Mount Eden,2021-11-04,632391.83
Ponsonby,2022-09-13,1381344.94
Albany,2025-01-08,972796.79
Mount Eden,2022-11-20,744670.53
Manukau,2025-08-29,1163600.24
Remuera,2022-12-16,1617936.37
Ponsonby,2025-02-18,1531018.44
Grey Lynn,2021-11-23,920803.26
Mount Eden,2026-01-26,1217958.07
Manukau,2025-10-06,838363.18
Remuera,2025-09-26,1629387.93
Manukau,2022-03-14,880081.38
Grey Lynn,2024-12-15,1037290.41
Mount Eden,2024-02-21,931652.1
Remuera,2023-09-11,1769728.65
Mount Eden,2025-10-17,1044517.68
Manukau,2026-01-13,1053980.9
Manukau,2022-07-10,626644.17
Manukau,2025-10-18,1288721.86
Epsom,2021-06-08,1034777.77
Epsom,2025-03-20,1244112.43
Ponsonby,2025-03-27,1472871.14
Ponsonby,2025-05-27,1330026.09
Albany,2021-05-18,616874.0
Ponsonby,2021-05-30,1242107.27
Albany,2023-07-26,882343.99
Albany,2022-12-10,832718.29
Epsom,2024-04-30,913781.08
Remuera,2021-06-27,1618052.95
Epsom,2024-02-16,898803.19
Remuera,2023-08-10,1622313.78
Manukau,2024-06-21,888555.05
Grey Lynn,2025-02-15,1046131.77
Grey Lynn,2023-11-27,1070317.23
Grey Lynn,2023-01-09,939848.68
Remuera,2022-12-04,1644248.3
Ponsonby,2024-03-14,1408681.43
Manukau,2024-02-22,1050708.98
Manukau,2021-04-28,806229.01
Remuera,2022-07-15,1663750.98
Ponsonby,2023-03-24,1402337.59
Grey Lynn,2025-10-13,1210691.59
Manukau,2023-05-04,2750000.0
Epsom,2024-12-25,942633.5
Manukau,2025-07-18,1042453.45
Mount Eden,2021-12-27,834698.51
Remuera,2023-08-13,1556858.58
Mount Eden,2024-10-14,908324.65
Manukau,2023-08-13,901252.48
Epsom,2022-01-19,877678.67
Remuera,2024-05-12,1544663.82
Mount Eden,2025-10-31,955285.93
Mount Eden,2021-09-18,841772.12
Epsom,2025-11-08,993464.2
Ponsonby,2025-10-06,1538556.53
Mount Eden,2024-08-16,997674.0
Remuera,2021-12-13,1529826.63
Ponsonby,2021-07-05,1179959.23
Ponsonby,2025-09-17,1446329.79
Epsom,2022-12-25,1036223.64
Remuera,2024-02-25,1719576.92
Albany,2021-12-17,608771.95
Epsom,2023-09-29,863587.74
Grey Lynn,2025-03-09,1265353.85
Ponsonby,2025-12-31,1626695.55
Manukau,2023-05-22,1037646.92
Epsom,2025-02-01,1142815.9
Manukau,2024-09-19,1163144.1
Epsom,2022-10-03,1049489.45
Remuera,2023-02-20,1880774.83
Grey Lynn,2021-09-02,729041.88
Grey Lynn,2021-08-17,777456.64
Manukau,2022-04-29,1010439.36
Albany,2023-01-03,562512.29
Ponsonby,2025-04-15,1352084.15
Albany,2024-07-25,877750.87
Remuera,2025-08-04,1791904.56
Ponsonby,2023-12-11,1381153.96
Grey Lynn,2024-04-23,1050734.05
Manukau,2024-02-16,1002083.41
Grey Lynn,2021-09-20,733359.56
Mount Eden,2023-06-14,1048172.84
Ponsonby,2025-03-30,1460315.07
Epsom,2023-07-12,914849.24
Epsom,2021-11-27,929652.03
Ponsonby,2022-12-07,1241141.21
Epsom,2021-09-15,875266.36
Grey Lynn,2022-07-31,1000753.13
Grey Lynn,2024-08-18,981955.94
Grey Lynn,2025-07-17,1027738.42
Albany,2022-11-29,827345.71
Manukau,2023-01-05,904877.49
Mount Eden,2025-12-01,1072012.42
Mount Eden,2024-07-31,1142907.52
Epsom,2023-01-08,1022062.92
Remuera,2022-06-07,1655260.39
Albany,2024-03-11,730954.35
Remuera,2021-04-02,1635451.96
Albany,2023-06-26,725085.07
Ponsonby,2022-12-28,1360883.17
Epsom,2025-09-05,1200455.73
Manukau,2025-07-23,1199045.92
Epsom,2021-06-12,850581.98
Epsom,2022-08-03,1044696.18
Ponsonby,2023-09-09,1483682.04
Manukau,2023-03-11,845067.49
Remuera,2025-05-22,1642772.08
Manukau,2021-03-15,949891.3
Grey Lynn,2023-06-09,1110390.54
Mount Eden,2022-08-17,927184.03
Albany,2025-11-30,862897.97
Ponsonby,2022-05-16,1039827.02
Manukau,2021-05-26,957679.18
Albany,2026-02-03,919701.83
Mount Eden,2025-03-14,997383.39
Mount Eden,2023-04-08,1007872.08
Ponsonby,2023-07-24,1323027.78
Grey Lynn,2024-10-02,1039665.26
Albany,2024-07-04,2250000.0
Mount Eden,2023-02-20,927577.13
Ponsonby,2024-03-10,1464994.61
Grey Lynn,2025-05-28,1133387.95
Grey Lynn,2022-02-15,1188149.26
Remuera,2023-09-23,1717195.43
Ponsonby,2025-07-16,1533587.19
Mount Eden,2023-02-07,961384.38
Grey Lynn,2023-01-15,923162.33
Epsom,2021-09-25,854338.06
Ponsonby,2026-02-04,1460533.35
Albany,2023-06-20,853842.88
Ponsonby,2023-02-10,1460557.77
Albany,2024-10-06,835511.94
Manukau,2025-06-14,1016196.85
Manukau,2022-07-08,1010280.22
Ponsonby,2025-12-27,1421995.0
Mount Eden,2023-08-15,1088411.42
Grey Lynn,2022-02-19,911277.28
Albany,2022-12-23,753888.57
Albany,2021-06-02,552743.08
Remuera,2024-07-23,1813508.0
Mount Eden,2021-12-17,861370.54
Grey Lynn,2021-11-03,2750000.0
Albany,2025-01-15,748038.99
Manukau,2023-01-10,968103.79
Ponsonby,2022-01-03,1338308.84
Mount Eden,2023-09-04,995366.55
Remuera,2023-09-04,1807588.08
Mount Eden,2021-11-18,913254.14
Epsom,2025-12-14,1067166.36
Remuera,2022-07-31,1558542.7
Albany,2023-05-19,673376.79
Albany,2023-04-14,806481.71
Mount Eden,2023-02-08,861960.73
Albany,2022-12-01,818352.92
Mount Eden,2023-03-03,1081970.49
Grey Lynn,2023-08-30,926224.93
Manukau,2023-03-17,944373.24
Ponsonby,2023-06-18,1446274.93
Mount Eden,2022-12-21,987128.67
Ponsonby,2023-10-23,1379483.3
Grey Lynn,2021-10-30,903181.61
Manukau,2024-12-31,1161750.75
Ponsonby,2021-10-04,1329460.67
Albany,2023-01-17,859691.53
Mount Eden,2025-10-14,1124679.33
Ponsonby,2025-12-05,1497236.35
Epsom,2025-12-23,1113920.09
Manukau,2024-07-23,972767.91
Grey Lynn,2022-02-12,952679.87
Epsom,2025-10-26,1051726.36
Albany,2021-12-04,769834.12
Ponsonby,2024-03-04,1416472.72
Albany,2026-01-07,836745.5
Albany,2022-12-31,589416.06
Ponsonby,2022-06-16,1341533.16
Epsom,2022-05-28,931029.1
Grey Lynn,2021-05-15,766290.06
Grey Lynn,2024-03-24,962472.15
Grey Lynn,2024-10-09,1010140.47
Mount Eden,2023-02-07,969480.62
Epsom,2022-05-27,897600.06
Manukau,2025-11-02,1071040.17
Epsom,2023-05-27,928970.01
Grey Lynn,2024-08-28,842059.0
Grey Lynn,2022-01-05,805077.8
Grey Lynn,2023-11-30,808098.32
Manukau,2024-05-15,1060361.13
Manukau,2024-04-22,1128268.6
Manukau,2023-03-15,898030.84
Mount Eden,2023-11-18,931922.37
Grey Lynn,2022-10-12,919459.72
Epsom,2022-12-17,827960.18
Remuera,2024-04-22,1757694.65
Manukau,2022-11-20,926157.18
Epsom,2025-12-11,1257302.1
Remuera,2021-12-02,1501036.21
Epsom,2023-12-29,734309.02
Albany,2024-06-17,830322.98
Grey Lynn,2024-02-02,1206879.47
Manukau,2022-10-07,1027811.3
Epsom,2022-07-28,968303.16
Remuera,2022-10-29,1723544.92
Remuera,2024-04-14,1783892.88
Albany,2022-12-17,608648.88
Epsom,2025-10-17,1082153.15
Mount Eden,2023-03-10,977111.44
Epsom,2022-11-26,804016.53
Mount Eden,2023-11-24,1125836.06
Remuera,2025-02-04,1638677.58
Mount Eden,2022-07-11,935256.01
Ponsonby,2022-08-06,1139848.54
Grey Lynn,2024-11-02,947600.76
Grey Lynn,2021-07-17,978844.22
Manukau,2022-09-04,1058689.78
Remuera,2023-07-05,1682071.05
Ponsonby,2023-12-30,1496595.17
Grey Lynn,2025-08-04,1174335.39
Epsom,2023-02-08,865335.82
Remuera,2022-02-07,1656974.43
Epsom,2023-10-30,826321.34
Epsom,2021-11-24,822058.29
Epsom,2024-10-28,1048949.6
Grey Lynn,2023-06-12,723448.77
Epsom,2022-06-28,766452.78
Albany,2022-08-27,646057.68
Albany,2024-08-10,837802.41
Remuera,2025-05-27,1713276.53
Mount Eden,2022-08-25,869087.97
Ponsonby,2022-02-11,1215942.01
Epsom,2023-11-15,1106427.15
Grey Lynn,2025-10-30,1070164.56
Grey Lynn,2024-08-22,1022964.91
Ponsonby,2025-08-21,1513286.53
Manukau,2024-10-28,1072765.57
Grey Lynn,2024-09-05,1202595.32
Mount Eden,2022-09-16,1028970.38
Grey Lynn,2024-06-05,1047301.35
Mount Eden,2021-11-04,807500.8
Remuera,2025-08-07,1747581.63
Epsom,2022-11-20,1097662.03
Remuera,2025-07-22,1851582.71
Remuera,2023-07-09,1588513.97
Grey Lynn,2023-05-07,1056492.24
